,Approximate Entropy: m=3 r=0.7,Conduction Delay: set_thresh=False,Energy Ratio by Chunks: num_segments=10 segment_focus=2,Index Mass Quantile: q=0.6,Label 1,Label 2,Location of Maximum Energy: M=14,Maximum Absolute Value,Normalised Standard Deviation,Number of Peaks: set_thresh=False,Number of Peaks: set_thresh=True,Peaks Between Min and Max,Percentage Fractionation: thresh=0.01,Power Spectral Entropy,Power Spectral Entropy Around Maximum Energy,Ratio Beyond 5xSTD,Sample Entropy Around Max Energy: width=60 r=0.025,Spectral Centroid,Spectral Centroid Around Maximum Energy,Standard Deviation
335,-0.03922009220135059,-11,-0.0002411889062041854,-0.04666666666666666,0,0,-9,-6291.0,0.04135720995754799,2,0,1,2.666666666666667,-0.4828137110443578,-0.40524326082131257,-0.006666666666666667,-0.017085126195642716,-0.5450966660156986,-0.3097508060367016,0.04136224505305697
336,-0.03955403021515358,-12,-0.00039848026292597336,-0.05333333333333333,0,0,-9,-3809.0,0.03205804350725913,1,0,1,1.3333333333333335,-0.488367892399423,-1.543321553196951,-0.006666666666666667,-0.08436855863485826,-1.3631150466350057,-2.086986408542651,0.03204668289218507
337,-0.03874876452778997,-11,-0.0004152797506206781,-0.05333333333333333,0,0,-9,-2966.0,0.023888174950376012,1,0,1,1.3333333333333335,-0.4695964721955441,-1.6176340213059508,-0.006666666666666667,-0.08688406501401554,-1.7807487910893123,-2.108881756536387,0.023888304380044245
338,-0.03939650037605602,-11,-0.00025923257827171055,-0.04666666666666666,0,0,-9,-4414.0,0.033364703648477434,0,0,0,1.3333333333333335,-0.6256381759141734,-1.0468334203847167,0.0,-0.08730997753802283,-3.7870483103066945,-1.1762788430419082,0.0334211515480031
339,-0.03946803367492813,-11,0.00010071223241900882,-0.04666666666666666,0,0,-9,-5077.0,0.0350932758277189,1,0,1,2.0,-0.5737603839976364,-0.9909076042762544,-0.006666666666666667,-0.0819507624860555,-1.7267243948496116,-0.9649678731652962,0.035101995983462114
340,-0.02957471013428037,-11,-0.00010170520822182574,-0.033333333333333326,0,0,-8,-6739.0,0.04686338402049736,2,0,1,4.666666666666667,-0.691204892713575,-0.8763294592951008,-0.006666666666666667,-0.07933962808121854,-1.51309714491126,-0.769208581365703,0.04686193962276253
341,0.00057495656472073,0,0.0002499720296711814,-0.006666666666666661,0,0,0,0.0,0.02750152697958702,1,0,0,0.0,-0.13494218041355666,-0.02098475692724966,0.006666666666666666,-0.0010261673553121173,-2.9433969337423704,-0.29594665274467546,0.027502457379055517
342,0.0011509353561634517,0,0.0005995493620965228,0.0,0,0,0,0.0,0.01140507640340771,-1,0,0,-2.0,0.08784135556380512,0.09956824295853295,0.0,4.50700261866862e-05,-0.737154909134361,0.14614001912914,0.011405418856896415
343,-0.0005879588760620558,0,0.000851970669974461,-0.006666666666666661,0,0,0,0.0,0.02402824590051189,0,0,0,0.0,0.11063738071430596,0.20327651921803813,0.006666666666666666,0.018350111607826604,-0.5531640160002418,0.24440056262139542,0.024027879305114963
344,-0.002617714932380444,0,-5.389932001946868e-05,-0.013333333333333329,0,0,0,0.0,0.021578176534945676,0,0,1,-0.6666666666666665,-0.21842416219433503,0.4733008459494661,0.0,0.011954544117408991,-0.80011080334749,0.8225406014394077,0.021572817120803556
345,0.000556272915903655,0,0.0002662765353398344,0.0,0,0,0,0.0,0.013269421522295488,-1,0,0,-2.0,0.0058205907392681056,0.17934950259871707,-0.006666666666666667,0.007466452690341471,-1.2694620103816767,0.3542503429107242,0.013268363314070969
346,0.0008087596527481256,0,0.0009041657703558587,0.006666666666666668,0,0,0,0.0,0.009774450732347062,0,0,0,-2.0,-0.14307992064988717,0.3763963408739426,-0.006666666666666667,0.009390593502943597,-1.9568995430924652,0.6070229730700758,0.009780180013560597
